Data,MRR_Total,Churn_Total,MRR_Essencial,MRR_Controle,MRR_Avancado,MRR_Performance,Churn_Essencial,Churn_Controle,Churn_Avancado,Churn_Performance,%_Anual,Signups,Trials,Conversao_Trial_Pago_%,Engajamento_Medio,%_Base_<30_dias,%_Base_Ativa,%_Ativacao_Features,Engajamento_Essencial,Engajamento_Controle,Engajamento_Avancado,Engajamento_Performance
2023-03-01,4774227.97,5.86,1364736.74,1287804.86,1037784.27,1083902.1,6.03,5.75,5.56,5.44,61.9,134,68,38.56,0.333,19.72,68.7,50.41,0.316,0.327,0.353,0.358
2023-03-02,4656218.96,4.64,1372194.14,1190065.03,1008801.6,1085158.19,4.93,4.57,4.35,4.32,65.05,159,93,43.18,0.204,24.7,76.09,46.95,0.17,0.195,0.239,0.241
2023-03-03,4830452.42,5.47,1365698.8,1299667.94,992254.99,1172830.69,5.56,5.56,5.27,5.31,76.44,140,83,32.94,0.303,20.47,76.72,45.07,0.291,0.317,0.329,0.317
2023-03-04,4799887.16,5.52,1348924.18,1192661.51,984902.41,1273399.07,5.64,5.25,5.61,5.06,71.09,127,57,32.5,0.121,19.6,70.96,44.87,0.115,0.129,0.139,0.16
2023-03-05,4704973.97,5.97,1342830.87,1096151.14,922779.14,1343212.83,6.18,5.96,5.84,5.64,67.27,144,64,38.63,0.172,18.31,70.76,42.0,0.167,0.164,0.211,0.215
2023-03-06,4786376.25,4.13,1524578.6,1157584.11,1005598.1,1098615.44,4.44,3.99,4.0,3.89,70.47,135,56,36.95,0.125,21.58,74.87,56.34,0.111,0.126,0.132,0.153
2023-03-07,4732762.37,6.09,1429205.17,1181666.86,952476.76,1169413.57,6.34,6.04,5.99,5.92,71.13,146,75,39.9,0.58,17.3,66.4,41.73,0.56,0.566,0.592,0.601
2023-03-08,4793622.08,2.8,1527405.64,1072113.13,992747.26,1201356.06,3.02,2.77,2.58,2.46,82.76,137,55,41.92,0.152,16.05,76.03,45.85,0.132,0.147,0.2,0.171
2023-03-09,4860455.68,4.87,1445013.06,1220543.84,958182.05,1236716.73,5.08,4.83,4.71,4.58,62.59,138,67,41.27,0.164,15.27,65.64,40.91,0.149,0.17,0.191,0.194
2023-03-10,4972322.02,5.01,1454268.17,1337847.45,1040507.4,1139698.99,5.25,4.96,4.89,4.55,66.99,125,52,44.13,0.491,17.92,67.86,55.63,0.455,0.494,0.485,0.533
2023-03-11,4634462.14,6.13,1391477.21,1063634.01,987042.47,1192308.46,6.35,6.02,6.04,5.87,73.44,129,62,35.97,0.319,18.96,74.96,40.79,0.305,0.32,0.349,0.344
2023-03-12,5039964.0,5.52,1499794.85,1308524.62,936714.86,1294929.68,5.62,5.75,5.39,5.31,77.46,151,62,33.1,0.339,20.52,66.47,46.17,0.315,0.331,0.349,0.381
2023-03-13,4550749.46,4.09,1293443.99,1207745.88,970753.08,1078806.51,4.3,4.28,3.78,3.7,75.77,159,90,38.26,0.174,17.93,79.58,51.47,0.176,0.163,0.188,0.193
2023-03-14,4767785.79,4.52,1457192.92,1273881.23,961242.17,1075469.47,4.61,4.4,4.38,4.12,83.54,134,59,31.66,0.337,24.84,78.03,48.19,0.314,0.347,0.383,0.364
2023-03-15,4857598.06,5.7,1402104.52,1301869.22,1038489.55,1115134.77,5.91,5.86,5.55,5.38,79.89,128,60,34.33,0.199,17.92,74.39,45.65,0.181,0.216,0.236,0.229
2023-03-16,4821719.02,5.42,1469580.49,1186494.78,951094.05,1214549.71,5.57,5.38,5.27,5.05,73.93,151,87,33.12,0.332,19.41,77.29,45.5,0.313,0.337,0.372,0.364
2023-03-17,4714276.06,4.92,1442606.39,1267505.7,920045.75,1084118.22,5.37,4.93,4.69,4.62,65.37,146,80,35.95,0.402,16.03,78.31,55.96,0.375,0.4,0.416,0.429
2023-03-18,4765025.33,5.02,1363183.18,1228735.69,1032116.06,1140990.4,5.22,5.01,4.77,4.7,71.27,134,59,31.67,0.237,17.61,68.89,59.48,0.221,0.249,0.254,0.279
2023-03-19,4731839.89,6.2,1336527.03,1079254.94,899270.89,1416787.02,6.26,6.13,6.3,5.78,77.33,139,58,30.48,0.533,15.48,77.74,46.96,0.517,0.525,0.555,0.576
2023-03-20,4721276.23,4.98,1469404.99,1151259.63,1009260.1,1091351.51,5.17,5.08,4.68,4.62,80.95,126,68,39.85,0.368,20.6,67.92,40.78,0.359,0.379,0.397,0.397
2023-03-21,4894952.25,5.41,1460614.68,1252699.34,975861.71,1205776.53,5.66,5.42,5.07,5.13,83.99,117,56,39.15,0.248,22.51,71.2,40.73,0.235,0.242,0.265,0.273
2023-03-22,4836841.86,7.67,1365568.88,1123922.51,970095.47,1377255.0,8.04,7.62,7.57,7.23,75.14,145,80,40.63,0.667,16.96,73.37,55.18,0.649,0.662,0.706,0.691
2023-03-23,4711850.85,4.08,1506824.71,1187531.35,906271.41,1111223.38,4.22,3.95,3.97,4.01,73.17,131,64,39.91,0.076,18.68,75.71,51.05,0.047,0.072,0.1,0.116
2023-03-24,4903951.99,3.65,1384440.68,1242318.27,995118.21,1282074.82,3.69,3.56,3.49,3.14,60.44,141,66,31.71,0.16,15.17,65.45,55.67,0.132,0.159,0.195,0.183
2023-03-25,4833875.94,6.28,1487873.83,1102776.23,932978.89,1310247.0,6.57,6.12,6.16,6.15,61.8,152,75,34.37,0.357,23.4,69.36,53.95,0.353,0.366,0.369,0.372
2023-03-26,4895543.45,4.82,1563377.88,1215339.55,888887.63,1227938.4,4.88,4.82,4.6,4.58,63.9,126,69,31.94,0.303,22.8,74.13,58.15,0.284,0.29,0.319,0.32
2023-03-27,4874555.46,5.18,1411511.4,1260469.11,930454.87,1272120.08,5.34,5.06,5.18,4.89,61.37,150,87,42.64,0.026,15.63,70.36,57.72,0.027,0.02,0.049,0.063
2023-03-28,4700520.6,4.72,1342891.61,1151368.0,847293.1,1358967.89,4.89,4.69,4.63,4.43,70.02,145,59,41.2,0.245,18.65,76.63,55.77,0.217,0.247,0.261,0.262
2023-03-29,4733778.28,5.24,1348442.29,1044295.89,1037332.67,1303707.41,5.43,5.38,4.89,4.84,68.42,144,73,33.02,0.379,24.55,74.77,49.5,0.381,0.385,0.41,0.405
2023-03-30,4891675.23,7.1,1429010.01,1078379.21,1069466.41,1314819.6,7.37,7.22,6.99,6.9,75.93,153,62,35.12,0.267,18.92,68.52,46.16,0.238,0.25,0.298,0.298
2023-03-31,4876244.43,6.3,1385057.4,1159821.89,954798.95,1376566.18,6.43,6.3,5.98,5.98,73.39,132,65,44.5,0.494,20.26,67.19,50.14,0.47,0.486,0.512,0.508
2023-04-01,4801491.81,6.36,1477353.99,1278683.86,1004159.19,1041294.77,6.53,6.35,6.13,6.12,74.9,113,65,38.91,0.182,18.55,74.44,50.04,0.167,0.165,0.209,0.214
2023-04-02,4819079.29,4.08,1361349.76,1115298.02,934092.95,1408338.55,4.28,4.27,4.06,3.75,71.8,135,64,42.02,0.554,20.96,71.76,52.21,0.544,0.547,0.595,0.581
2023-04-03,4959319.79,4.35,1489665.03,1248350.97,1025804.18,1195499.6,4.56,4.4,4.09,4.06,66.94,159,93,33.97,0.221,24.78,67.53,43.72,0.207,0.216,0.251,0.232
2023-04-04,4736011.43,2.66,1514897.91,1094510.21,1005063.09,1121540.22,2.87,2.63,2.47,2.35,83.82,117,62,33.15,0.402,24.98,69.9,53.11,0.363,0.407,0.429,0.434
2023-04-05,4873651.69,4.69,1523302.78,1150588.75,1061823.71,1137936.46,4.93,4.55,4.54,4.45,62.16,141,83,41.76,0.183,22.75,69.55,49.13,0.157,0.16,0.216,0.217
2023-04-06,4784736.88,6.46,1457472.85,1255525.03,937849.06,1133889.95,6.74,6.5,6.23,6.21,83.47,133,73,40.29,0.69,19.04,66.62,52.4,0.659,0.697,0.727,0.722
2023-04-07,4783878.26,6.02,1398089.11,1226792.44,1010986.17,1148010.53,6.26,6.1,5.77,5.69,67.78,140,59,40.21,0.193,19.94,73.2,44.79,0.16,0.188,0.229,0.229
2023-04-08,4942853.22,5.28,1507351.92,1111004.94,942291.39,1382204.97,5.52,5.22,5.01,4.88,72.82,138,62,38.29,0.48,18.57,76.45,48.69,0.46,0.477,0.5,0.513
2023-04-09,4911049.96,5.48,1478627.07,1185699.84,1078531.85,1168191.2,5.52,5.51,5.16,5.24,62.72,149,71,38.45,0.265,24.86,73.63,44.2,0.224,0.275,0.294,0.303
2023-04-10,4910621.16,4.81,1458667.29,1087498.74,888973.6,1475481.53,5.02,4.77,4.57,4.6,61.77,170,74,41.04,0.644,22.08,77.39,57.51,0.634,0.658,0.661,0.665
2023-04-11,4970657.46,5.7,1417772.75,1213061.65,1014715.74,1325107.32,5.95,5.69,5.64,5.34,70.74,146,73,34.05,0.143,19.49,66.91,49.76,0.13,0.136,0.162,0.159
2023-04-12,4817520.46,6.27,1519755.09,1219418.97,994241.03,1084105.38,6.54,6.02,6.11,5.97,78.54,146,72,35.29,0.384,15.12,71.53,44.5,0.38,0.378,0.409,0.403
2023-04-13,4897834.36,3.88,1459512.45,1106543.87,1016407.51,1315370.53,4.01,3.86,3.39,3.5,66.73,153,90,43.07,0.63,20.2,74.14,40.82,0.6,0.627,0.636,0.652
2023-04-14,4779767.99,5.8,1375545.06,1120589.11,883375.23,1400258.6,5.93,5.9,5.53,5.59,74.06,143,70,34.63,0.286,24.84,75.14,53.51,0.257,0.28,0.31,0.336
2023-04-15,4856899.96,6.43,1431378.8,1165130.63,1056575.8,1203814.73,6.58,6.37,6.0,6.31,66.97,141,79,38.19,0.31,20.23,75.44,44.29,0.3,0.295,0.323,0.332
2023-04-16,4803382.83,5.08,1424516.14,1277587.2,899420.62,1201858.87,5.34,5.09,4.75,4.84,69.72,149,88,40.54,0.232,16.82,75.93,59.79,0.223,0.232,0.24,0.257
2023-04-17,4831639.52,6.2,1512793.66,1302913.2,990051.91,1025880.75,6.5,6.13,5.98,5.98,82.66,137,79,45.0,0.036,15.22,74.77,50.67,0.03,0.03,0.064,0.064
2023-04-18,4892418.84,8.31,1513443.23,1087318.39,924212.38,1367444.85,8.47,8.35,8.08,8.02,81.4,111,49,36.53,0.083,18.55,66.41,45.78,0.074,0.084,0.1,0.109
2023-04-19,4723813.52,5.4,1468029.9,1218981.95,908335.76,1128465.91,5.69,5.37,5.2,5.16,72.9,145,72,36.42,0.426,24.18,75.43,53.15,0.408,0.443,0.448,0.474
2023-04-20,5074086.47,5.89,1422983.16,1210607.03,1024246.68,1416249.61,6.11,5.8,5.87,5.52,65.95,125,59,42.64,0.213,24.97,75.87,45.5,0.188,0.212,0.231,0.226
2023-04-21,4703277.91,4.76,1395209.33,1127013.14,925077.09,1255978.36,4.95,4.9,4.56,4.49,64.83,123,59,42.08,0.157,24.45,79.9,56.41,0.145,0.15,0.171,0.209
2023-04-22,4679297.37,5.68,1400297.36,1205916.93,872263.26,1200819.83,5.86,5.77,5.36,5.37,83.85,150,71,40.97,0.833,22.29,75.4,46.16,0.809,0.831,0.855,0.865
2023-04-23,4964973.3,5.96,1394004.09,1320292.26,927642.98,1323033.97,6.23,5.9,5.82,5.64,65.07,126,71,36.95,0.107,20.58,75.3,59.76,0.088,0.108,0.113,0.146
2023-04-24,4921999.52,5.69,1429311.89,1316863.4,968284.25,1207539.99,5.93,5.74,5.45,5.38,80.2,146,72,34.86,0.203,20.91,72.72,52.1,0.18,0.202,0.222,0.234
2023-04-25,4902894.38,4.48,1521915.25,1220115.32,1031036.13,1129827.68,4.91,4.53,4.2,4.18,69.22,139,70,39.13,0.023,20.39,78.02,56.89,0.006,0.017,0.063,0.061
2023-04-26,4904401.46,5.71,1400130.05,1166541.6,1058951.43,1278778.38,5.82,5.77,5.6,5.36,84.64,132,79,43.14,0.105,22.07,79.95,41.46,0.097,0.088,0.113,0.125
2023-04-27,4828530.39,6.96,1455378.96,1252411.92,885383.99,1235355.52,7.21,6.79,6.81,6.74,69.2,157,65,43.26,0.4,19.19,76.69,46.97,0.376,0.406,0.434,0.416
2023-04-28,4723329.48,5.95,1363191.03,1098410.6,924469.68,1337258.18,6.1,6.05,5.85,5.51,68.79,139,69,31.63,0.249,21.69,74.19,54.75,0.224,0.24,0.289,0.304
2023-04-29,4841096.55,6.46,1357854.15,1201578.08,890809.32,1390855.0,6.58,6.41,6.34,6.19,75.94,128,71,36.43,0.38,16.22,66.18,53.1,0.359,0.394,0.392,0.429
2023-04-30,4751740.59,5.26,1376332.44,1130576.52,858467.03,1386364.6,5.46,5.23,5.19,5.09,84.04,153,66,36.97,0.524,17.66,75.9,43.88,0.492,0.52,0.547,0.544
2023-05-01,4951014.37,6.25,1579546.62,1251772.65,1022229.73,1097465.36,6.46,6.51,6.14,5.93,84.41,159,83,44.66,0.2,23.36,75.63,47.12,0.187,0.195,0.207,0.238
2023-05-02,4817353.11,5.78,1503310.36,1117722.01,983212.03,1213108.71,6.27,5.81,5.44,5.56,77.68,124,56,40.17,0.098,24.04,76.63,45.27,0.079,0.093,0.103,0.139
2023-05-03,4736940.34,4.55,1508161.59,1087505.09,883537.73,1257735.92,4.73,4.51,4.44,4.18,78.87,147,84,36.11,0.277,20.39,66.87,52.27,0.257,0.279,0.299,0.314
2023-05-04,4798433.7,5.82,1437198.85,1275960.88,908595.48,1176678.49,5.91,5.6,5.61,5.3,74.09,156,73,30.39,0.32,15.32,74.81,46.89,0.303,0.311,0.344,0.347
2023-05-05,4887551.77,4.51,1389968.15,1100139.93,884394.23,1513049.46,4.74,4.65,4.36,4.29,78.89,133,62,38.48,0.341,24.27,69.44,46.18,0.306,0.334,0.355,0.391
2023-05-06,4771353.05,4.87,1440559.18,1170402.86,1018196.67,1142194.34,4.86,4.73,4.55,4.53,81.49,130,68,31.44,0.717,22.02,76.4,44.15,0.711,0.724,0.726,0.754
2023-05-07,4741333.55,5.69,1413747.57,1095450.22,1038293.37,1193842.39,5.88,5.59,5.36,5.56,72.15,137,60,42.52,0.684,19.14,68.61,48.18,0.659,0.674,0.696,0.705
2023-05-08,4870242.47,5.8,1528156.84,1080933.26,903032.48,1358119.89,6.0,5.76,5.51,5.45,75.5,127,58,41.29,0.281,20.98,75.26,43.91,0.258,0.287,0.31,0.308
2023-05-09,4871395.99,4.31,1383102.84,1080480.21,921955.58,1485857.36,4.59,4.45,4.08,4.1,73.43,133,64,36.91,0.206,19.3,69.42,59.25,0.195,0.215,0.235,0.226
2023-05-10,4782166.82,6.55,1432400.73,1093973.69,1026905.2,1228887.2,6.85,6.63,6.38,6.32,74.06,129,61,36.44,0.149,19.65,65.13,43.09,0.135,0.156,0.176,0.178
2023-05-11,4787475.4,6.07,1369227.28,1260726.68,1039162.48,1118358.96,6.22,6.06,5.99,5.88,82.25,142,72,43.46,0.477,23.87,74.5,58.27,0.477,0.479,0.493,0.505
2023-05-12,4872845.99,4.8,1427680.71,1140849.89,958903.46,1345411.93,4.98,4.83,4.4,4.42,68.89,147,76,34.33,0.156,16.61,66.7,48.57,0.126,0.138,0.165,0.194
2023-05-13,4672229.88,3.96,1446028.44,1249928.76,850462.17,1125810.51,4.09,3.9,3.84,3.56,65.2,133,68,33.74,0.418,16.04,74.89,47.56,0.388,0.406,0.451,0.455
2023-05-14,4678104.35,5.36,1398943.72,1165227.45,849429.95,1264503.24,5.44,5.37,5.09,5.05,71.41,146,78,44.09,0.34,15.03,78.88,44.63,0.308,0.327,0.377,0.374
2023-05-15,4761786.69,5.05,1404896.27,1151546.25,966442.68,1238901.49,5.29,5.06,4.75,4.84,65.2,129,60,42.14,0.187,18.14,79.54,52.72,0.168,0.183,0.202,0.221
2023-05-16,4823386.34,5.61,1426656.64,1201044.62,944012.94,1251672.15,5.69,5.71,5.47,5.15,72.46,132,56,42.31,0.301,16.47,68.54,53.71,0.278,0.301,0.319,0.341
2023-05-17,4887308.91,5.14,1458264.83,1201471.19,885316.93,1342255.96,5.3,5.23,4.83,4.91,82.59,129,71,32.93,0.25,17.2,77.14,49.35,0.223,0.239,0.256,0.278
2023-05-18,5028042.75,3.49,1565735.84,1296927.38,1022352.41,1143027.12,3.59,3.54,3.22,3.41,75.44,149,85,32.15,0.188,15.11,70.3,41.11,0.167,0.186,0.213,0.194
2023-05-19,4954919.15,5.11,1564185.66,1160069.47,894125.57,1336538.44,5.37,5.08,4.74,4.77,81.39,136,61,30.39,0.156,17.27,78.51,58.37,0.126,0.163,0.197,0.207
2023-05-20,4833807.38,5.19,1538182.22,1148766.5,1022325.5,1124533.15,5.57,5.27,5.04,5.0,64.15,130,63,33.56,0.381,18.33,76.81,59.61,0.377,0.371,0.411,0.402
2023-05-21,4851718.06,6.13,1511194.39,1284272.65,932778.28,1123472.74,6.2,6.12,6.06,5.73,82.52,152,76,41.61,0.203,15.32,66.11,48.62,0.176,0.195,0.245,0.24
2023-05-22,4734696.48,4.8,1385449.25,1265692.44,859869.74,1223685.04,4.82,4.69,4.65,4.54,75.04,134,68,33.6,0.188,21.08,71.11,52.27,0.163,0.2,0.204,0.215
2023-05-23,4853778.42,7.18,1492660.09,1284445.25,987909.37,1088763.71,7.37,7.14,6.96,6.82,60.79,145,77,40.94,0.192,20.69,70.06,49.01,0.148,0.183,0.199,0.236
2023-05-24,4822360.96,3.59,1434672.28,1162055.89,944736.09,1280896.71,3.79,3.6,3.38,3.15,75.83,150,61,33.78,0.28,15.97,76.78,46.44,0.244,0.284,0.315,0.301
2023-05-25,4896726.23,6.81,1420965.44,1268341.58,1072148.08,1135271.13,7.03,6.9,6.65,6.63,83.78,152,83,35.93,0.491,20.95,71.15,41.55,0.465,0.503,0.512,0.514
2023-05-26,4759732.29,5.28,1492817.98,1160502.63,960361.41,1146050.26,5.43,5.26,5.27,5.03,61.98,128,53,44.75,0.186,24.99,75.27,49.12,0.163,0.174,0.197,0.211
2023-05-27,4922321.58,6.36,1385815.92,1205363.31,940210.52,1390931.84,6.54,6.24,6.11,6.07,74.56,136,67,33.67,0.27,24.44,74.04,56.37,0.257,0.259,0.309,0.306
2023-05-28,5044928.67,5.58,1594553.02,1161514.13,1051249.9,1237611.61,5.82,5.59,5.18,5.13,82.89,129,73,35.65,0.514,15.03,79.63,40.34,0.479,0.512,0.528,0.546
2023-05-29,4848948.78,6.64,1447212.88,1210086.76,925468.81,1266180.33,6.94,6.65,6.39,6.41,60.24,126,62,34.52,0.232,22.95,79.07,51.64,0.217,0.233,0.241,0.268
2023-05-30,4911205.41,5.11,1500314.61,1126172.77,1061653.95,1223064.07,5.12,5.13,4.85,4.87,75.77,151,65,31.64,0.151,18.54,71.42,57.62,0.137,0.144,0.177,0.182
2023-05-31,4946817.28,4.4,1515576.97,1170309.3,964574.35,1296356.65,4.56,4.49,4.14,4.05,71.87,137,82,37.35,0.243,15.64,75.85,44.35,0.229,0.262,0.249,0.282
2023-06-01,4816853.54,6.92,1521185.03,1265635.54,972979.09,1057053.88,7.14,7.02,6.68,6.68,68.67,145,84,35.68,0.366,17.96,77.44,43.67,0.357,0.372,0.396,0.406
2023-06-02,4892891.1,5.39,1494615.72,1127096.01,890618.35,1380561.02,5.49,5.33,5.09,5.07,75.69,144,80,40.42,0.181,18.22,78.48,55.45,0.149,0.173,0.189,0.226
2023-06-03,4868511.09,5.72,1482740.8,1088394.18,959315.03,1338061.07,6.09,5.66,5.48,5.58,61.32,128,62,42.26,0.261,20.23,66.02,45.1,0.247,0.248,0.284,0.295
2023-06-04,4879721.13,6.73,1379331.65,1090375.54,1040817.88,1369196.06,6.87,6.63,6.57,6.21,78.83,114,50,38.16,0.433,21.61,69.53,43.84,0.43,0.432,0.456,0.466
2023-06-05,4776238.83,4.47,1436388.49,1275443.12,1013641.83,1050765.38,4.66,4.54,4.35,4.3,60.11,126,74,30.48,0.347,22.49,69.8,47.56,0.341,0.352,0.37,0.395
2023-06-06,4872941.22,6.1,1393694.13,1195556.74,920853.07,1362837.28,6.35,6.24,5.92,5.83,67.67,146,74,39.28,0.039,17.46,71.52,47.85,0.038,0.057,0.046,0.081
2023-06-07,4930759.79,4.91,1526057.09,1185702.78,932126.43,1286873.49,5.05,4.88,4.68,4.61,72.6,131,75,30.83,0.445,18.22,67.54,57.48,0.428,0.446,0.463,0.48
2023-06-08,5046137.23,5.37,1516308.11,1314740.42,1073274.09,1141814.61,5.38,5.34,5.2,4.88,69.43,119,56,39.25,0.151,18.08,72.44,52.37,0.125,0.149,0.185,0.167
2023-06-09,4988112.5,5.57,1532393.61,1305844.44,1083497.53,1066376.92,5.73,5.72,5.34,5.4,67.69,165,77,40.28,0.162,18.63,74.95,48.12,0.117,0.153,0.18,0.175
2023-06-10,5132381.89,4.0,1445622.18,1214370.58,943405.89,1528983.25,4.3,4.05,3.76,3.5,80.77,131,78,32.97,0.294,25.0,72.46,50.69,0.262,0.298,0.303,0.33
2023-06-11,4782918.29,4.72,1355439.25,1218117.95,947029.04,1262332.05,4.89,4.76,4.44,4.35,83.37,144,73,42.29,0.366,22.78,74.99,59.08,0.341,0.376,0.382,0.403
2023-06-12,4980678.48,6.85,1537301.03,1287785.01,963752.18,1191840.26,6.97,6.73,6.52,6.51,81.84,145,62,43.67,0.667,24.75,66.0,42.26,0.644,0.65,0.675,0.69
2023-06-13,4899001.04,6.39,1385845.94,1238136.95,1052440.33,1222577.82,6.68,6.45,6.18,6.18,73.06,139,62,42.2,0.123,21.93,78.14,44.15,0.095,0.124,0.121,0.157
2023-06-14,5140776.35,5.44,1454069.97,1169936.62,942515.06,1574254.7,5.6,5.34,5.37,5.08,82.1,132,66,34.58,0.33,19.06,79.09,59.25,0.314,0.32,0.349,0.351
2023-06-15,4782004.21,5.74,1341277.29,1261464.75,901144.96,1278117.2,5.89,5.63,5.58,5.52,83.02,144,59,38.8,0.404,18.9,74.27,59.15,0.386,0.39,0.425,0.439
2023-06-16,4779233.38,5.21,1521039.08,1180254.28,1004110.88,1073829.14,5.42,5.17,5.0,4.78,70.23,146,72,43.72,0.232,19.89,78.22,43.54,0.212,0.249,0.259,0.268
2023-06-17,4809072.88,6.86,1488409.67,1125917.56,875500.15,1319245.51,7.13,6.8,6.84,6.65,67.09,156,75,34.81,0.554,19.17,66.97,42.9,0.542,0.563,0.579,0.59
2023-06-18,4627132.51,5.3,1360978.75,1116348.51,924044.91,1225760.34,5.74,5.28,4.96,5.01,62.46,150,83,42.3,0.651,23.28,76.96,48.42,0.627,0.645,0.677,0.685
2023-06-19,4819909.4,5.73,1406745.62,1069434.53,952820.33,1390908.93,6.01,5.59,5.52,5.49,71.98,146,69,30.14,0.337,19.65,66.79,40.99,0.327,0.335,0.356,0.364
2023-06-20,4792904.08,6.65,1409056.9,1085081.56,926832.85,1371932.77,6.96,6.74,6.41,6.44,83.66,136,81,30.05,0.089,17.96,71.12,53.1,0.057,0.086,0.13,0.117
2023-06-21,4903047.25,4.72,1524779.75,1266345.99,959932.77,1151988.74,4.87,4.84,4.39,4.35,74.02,148,65,41.4,0.086,22.75,69.86,41.55,0.063,0.075,0.097,0.127
2023-06-22,4927010.72,7.06,1509906.2,1083945.22,991302.85,1341856.44,7.16,6.86,6.92,6.71,76.69,143,74,41.42,0.31,23.54,73.78,41.16,0.293,0.304,0.326,0.344
2023-06-23,5112140.5,3.97,1469269.17,1231148.06,953182.59,1458540.67,4.18,4.07,3.71,3.55,62.82,123,51,41.83,0.35,19.2,69.52,49.7,0.311,0.358,0.386,0.385
2023-06-24,5002050.86,7.13,1435410.39,1231132.31,1014815.25,1320692.9,7.34,7.05,6.94,7.01,63.59,143,78,43.95,0.509,21.68,74.56,59.16,0.484,0.503,0.525,0.54
2023-06-25,4819771.56,5.13,1368505.82,1073516.01,1022838.87,1354910.85,5.22,5.21,4.95,4.72,71.61,136,81,31.77,0.29,15.59,70.51,48.54,0.277,0.294,0.308,0.326
2023-06-26,4782190.24,5.26,1465321.0,1284754.1,1006203.61,1025911.54,5.44,5.25,5.13,4.71,83.78,149,84,33.48,0.244,20.29,77.91,47.13,0.219,0.238,0.268,0.283
2023-06-27,4950030.3,3.61,1537355.2,1144973.03,921477.82,1346224.25,3.85,3.61,3.24,3.36,69.02,129,66,43.56,0.314,15.45,74.51,59.96,0.276,0.302,0.346,0.338
2023-06-28,4733572.02,5.05,1375584.82,1113383.17,880302.29,1364301.74,5.28,5.03,4.88,4.56,81.94,129,64,32.66,0.277,15.29,68.23,50.64,0.248,0.289,0.298,0.313
2023-06-29,5112775.05,4.46,1435860.49,1202510.0,975144.12,1499260.45,4.71,4.58,4.19,4.19,63.01,166,94,40.23,0.2,21.13,70.04,47.5,0.167,0.179,0.211,0.228
2023-06-30,5035532.81,4.89,1426500.31,1165830.75,979124.05,1464077.7,5.12,4.77,4.88,4.73,75.43,156,92,37.96,0.621,18.03,77.71,47.72,0.606,0.639,0.637,0.654
2023-07-01,4838698.92,5.36,1542163.03,1064870.33,950021.55,1281644.01,5.51,5.42,5.04,5.09,75.02,136,81,31.25,0.313,22.43,70.8,43.9,0.294,0.323,0.338,0.351
2023-07-02,4690423.86,6.46,1368749.13,1202940.06,971799.02,1146935.65,6.61,6.57,6.15,6.05,81.5,119,57,34.28,0.091,23.96,73.04,50.24,0.055,0.093,0.108,0.106
2023-07-03,5059464.68,5.71,1572324.41,1357668.26,922174.55,1207297.47,5.79,5.78,5.5,5.49,60.08,147,88,37.81,0.272,16.39,74.73,48.78,0.235,0.267,0.287,0.291
2023-07-04,4884255.22,5.81,1489632.11,1129311.48,885939.95,1379371.67,6.19,6.04,5.63,5.57,64.75,142,61,42.79,0.452,22.25,70.22,45.42,0.425,0.449,0.463,0.476
2023-07-05,5047537.96,4.4,1490424.82,1277796.14,987684.17,1291632.82,4.61,4.35,4.16,4.05,65.49,132,59,40.61,0.344,20.15,69.41,43.21,0.324,0.346,0.376,0.367
2023-07-06,4708668.68,4.62,1357167.76,1210574.31,978868.88,1162057.74,4.8,4.71,4.19,4.32,83.75,139,58,39.33,0.175,16.12,72.13,46.22,0.149,0.177,0.194,0.204
2023-07-07,4829075.0,7.3,1375588.36,1267251.99,906598.05,1279636.59,7.41,7.29,7.28,6.94,63.84,152,69,37.44,0.621,21.52,68.22,50.17,0.604,0.611,0.64,0.668
2023-07-08,4902629.24,4.76,1493343.41,1182178.15,1008275.61,1218832.08,5.26,4.89,4.49,4.44,60.92,143,79,34.48,0.401,21.09,69.26,41.17,0.384,0.401,0.428,0.443
2023-07-09,4908637.67,7.16,1526514.41,1154249.19,934570.87,1293303.2,7.25,7.16,7.05,6.81,73.36,132,75,31.79,0.128,20.16,65.93,43.07,0.114,0.131,0.135,0.153
2023-07-10,4849992.14,5.26,1482915.02,1145882.21,1044899.01,1176295.89,5.41,5.22,5.06,5.0,73.21,131,73,36.14,0.094,24.26,69.56,58.95,0.06,0.091,0.115,0.133
2023-07-11,4979741.99,5.5,1499958.47,1272976.76,1074765.75,1132041.01,5.74,5.63,5.33,5.18,81.1,159,84,30.43,0.178,20.21,69.81,50.86,0.155,0.2,0.213,0.207
2023-07-12,4777885.55,6.57,1345825.48,1246258.76,916835.57,1268965.74,6.83,6.52,6.41,6.36,83.72,120,60,33.17,0.035,24.91,79.43,41.27,0.026,0.034,0.055,0.069
2023-07-13,4889914.46,6.77,1558609.14,1120185.02,925170.59,1285949.71,7.07,6.63,6.57,6.34,73.46,126,68,36.49,0.574,20.09,73.85,53.86,0.547,0.556,0.596,0.594
2023-07-14,4922435.48,5.39,1535546.7,1174232.46,967023.08,1245633.24,5.77,5.34,5.3,5.15,83.25,148,71,36.28,0.254,16.16,76.81,41.24,0.226,0.244,0.276,0.271
2023-07-15,4970732.66,5.11,1450026.75,1317726.36,942556.61,1260422.94,5.36,5.17,4.81,4.7,78.13,164,93,30.66,0.101,19.7,65.68,54.78,0.076,0.108,0.131,0.138
